timestamp,open,high,low,close,vwap,volume,count
2026-03-01 19:45:00,1950.98,1955.33,1950.68,1953.68,1953.13,67.75976629,115
2026-03-01 19:50:00,1953.7,1954.78,1949.87,1954.78,1952.96,42.1653229,69
2026-03-01 19:55:00,1954.39,1955.1,1953.13,1954.03,1953.65,62.81789664,59
2026-03-01 20:00:00,1954.17,1954.26,1949.47,1953.89,1953.7,74.22934492,111
2026-03-01 20:05:00,1953.93,1955.04,1942.04,1942.26,1947.14,217.56939065,240
2026-03-01 20:10:00,1942.76,1943.1,1929.92,1933.25,1937.7,254.41932289,339
2026-03-01 20:15:00,1934.51,1936.45,1929.04,1933.17,1932.61,65.35677434,138
2026-03-01 20:20:00,1933.69,1937.45,1928.17,1931.5,1930.99,36.88226183,128
2026-03-01 20:25:00,1932.64,1933.49,1925.24,1925.24,1930.6,123.57920372,157
2026-03-01 20:30:00,1926.57,1927.11,1919.09,1921.04,1920.44,243.71023414,198
2026-03-01 20:35:00,1921.29,1921.74,1912.88,1913.31,1918.33,200.55674227,281
2026-03-01 20:40:00,1914.34,1914.46,1907.66,1912.76,1911.36,139.29330971,163
2026-03-01 20:45:00,1912.75,1917.29,1909.29,1911.11,1914.02,154.44026674,180
2026-03-01 20:50:00,1911.11,1917.82,1911.11,1913.33,1916.83,40.72124323,101
2026-03-01 20:55:00,1913.62,1916.93,1911.32,1914.93,1914.01,258.60314626,169
2026-03-01 21:00:00,1914.45,1917.77,1913.88,1914.76,1915.22,40.668397,92
2026-03-01 21:05:00,1913.7,1915.71,1913.48,1914.99,1914.76,118.52040026,53
2026-03-01 21:10:00,1915.38,1924.32,1915.38,1923.16,1920.95,55.48291654,105
2026-03-01 21:15:00,1922.83,1924.82,1920.99,1922.87,1922.96,12.05941905,78
2026-03-01 21:20:00,1922.9,1928.92,1922.9,1926.93,1927.04,40.1957109,110
2026-03-01 21:25:00,1927.51,1927.51,1921.0,1925.28,1925.87,142.8691963,114
2026-03-01 21:30:00,1924.97,1928.2,1923.5,1925.97,1927.12,40.89705972,72
2026-03-01 21:35:00,1926.05,1928.77,1926.05,1928.77,1927.15,6.68394489,53
2026-03-01 21:40:00,1928.54,1930.18,1923.0,1926.11,1925.7,198.56386834,158
2026-03-01 21:45:00,1926.22,1927.82,1925.1,1927.82,1926.57,9.37988485,60
2026-03-01 21:50:00,1928.05,1930.25,1927.84,1928.95,1929.76,7.23988718,45
2026-03-01 21:55:00,1929.39,1932.42,1928.89,1928.99,1930.79,27.03169159,122
2026-03-01 22:00:00,1929.54,1932.65,1927.72,1932.56,1930.03,25.67555147,69
2026-03-01 22:05:00,1932.14,1932.19,1927.94,1928.18,1930.54,28.70624586,71
2026-03-01 22:10:00,1927.95,1969.24,1927.95,1946.54,1953.48,2364.73674909,659
2026-03-01 22:15:00,1946.31,1952.14,1943.28,1948.61,1948.24,649.85620876,312
2026-03-01 22:20:00,1948.16,1948.16,1943.7,1945.18,1944.87,20.92215892,97
2026-03-01 22:25:00,1945.18,1945.67,1932.59,1936.46,1936.11,95.93321805,192
2026-03-01 22:30:00,1936.3,1938.5,1920.23,1923.29,1930.39,318.61688378,214
2026-03-01 22:35:00,1924.03,1926.03,1915.48,1923.12,1920.29,55.00305461,143
2026-03-01 22:40:00,1923.76,1931.24,1923.76,1929.3,1929.4,18.82353476,103
2026-03-01 22:45:00,1929.31,1929.64,1919.8,1923.15,1923.2,254.31650448,177
2026-03-01 22:50:00,1923.15,1930.21,1922.95,1929.31,1926.32,530.68167315,244
2026-03-01 22:55:00,1929.31,1929.46,1923.28,1923.54,1925.14,273.26517688,98
2026-03-01 23:00:00,1924.77,1934.86,1919.13,1934.86,1927.66,124.42340445,192
2026-03-01 23:05:00,1935.61,1946.84,1935.2,1946.84,1939.02,66.95258189,197
2026-03-01 23:10:00,1946.84,1947.89,1937.54,1937.94,1944.14,146.49498075,97
2026-03-01 23:15:00,1937.25,1939.77,1935.1,1936.67,1938.1,5.77841912,58
2026-03-01 23:20:00,1937.46,1939.22,1935.47,1937.43,1936.77,10.29731456,58
2026-03-01 23:25:00,1937.63,1938.83,1933.06,1933.06,1935.03,32.19001414,62
2026-03-01 23:30:00,1932.4,1935.96,1931.85,1935.02,1934.99,8.40231453,76
2026-03-01 23:35:00,1935.03,1945.21,1934.93,1944.07,1940.6,43.17179781,139
2026-03-01 23:40:00,1944.23,1944.44,1938.03,1941.5,1940.11,73.73369023,78
2026-03-01 23:45:00,1940.51,1943.23,1938.81,1943.22,1939.9,29.6736261,66
2026-03-01 23:50:00,1942.64,1942.64,1937.5,1938.13,1940.49,2.89922752,44
2026-03-01 23:55:00,1938.47,1939.3,1938.12,1939.3,1938.44,2.16758942,31
