timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2026-01-01 05:30:00,2982.14,2983.79,2980.02,2982.24,2003.1643,2026-01-01 05:44:59.999,5973252.42643400,13590,1246.65070000,3717119.28627100,0
2026-01-01 05:45:00,2982.24,2983.09,2981.48,2981.49,596.6436,2026-01-01 05:59:59.999,1779352.25990300,6463,185.25170000,552487.84929100,0
2026-01-01 06:00:00,2981.49,2981.49,2978.05,2980.46,2352.8162,2026-01-01 06:14:59.999,7010061.65523300,11477,1360.66080000,4053724.51586800,0
2026-01-01 06:15:00,2980.46,2980.96,2978.0,2979.3,616.5991,2026-01-01 06:29:59.999,1837253.55049300,5732,177.82990000,529829.90668500,0
2026-01-01 06:30:00,2979.29,2979.5,2977.7,2978.0,875.0524,2026-01-01 06:44:59.999,2606417.56717500,6935,424.13080000,1263270.43948300,0
2026-01-01 06:45:00,2978.0,2978.45,2975.89,2975.89,1889.8522,2026-01-01 06:59:59.999,5626173.48352800,5695,1124.28360000,3346946.48206600,0
2026-01-01 07:00:00,2975.9,2980.47,2975.89,2978.0,1830.0329,2026-01-01 07:14:59.999,5449232.82343400,12593,1106.01100000,3292864.45822300,0
2026-01-01 07:15:00,2978.0,2979.89,2977.3,2977.52,702.3086,2026-01-01 07:29:59.999,2091921.99584900,6978,388.71060000,1157765.56228700,0
2026-01-01 07:30:00,2977.52,2980.89,2977.52,2980.39,1415.7774,2026-01-01 07:44:59.999,4218447.10840700,7807,860.84900000,2564704.23946400,0
2026-01-01 07:45:00,2980.39,2980.75,2978.07,2978.53,848.3745,2026-01-01 07:59:59.999,2527491.05933700,5933,163.32620000,486516.38756300,0
2026-01-01 08:00:00,2978.52,2981.76,2977.8,2980.53,1642.1282,2026-01-01 08:14:59.999,4892808.68422500,7065,850.13390000,2532774.49622300,0
2026-01-01 08:15:00,2980.52,2982.3,2980.52,2981.44,404.4696,2026-01-01 08:29:59.999,1205949.35627000,4982,153.52110000,457734.90970200,0
2026-01-01 08:30:00,2981.44,2983.0,2980.0,2980.01,582.2427,2026-01-01 08:44:59.999,1736048.81936900,6640,230.98320000,688674.54606800,0
2026-01-01 08:45:00,2980.01,2982.75,2980.01,2982.59,1402.6164,2026-01-01 08:59:59.999,4182077.89160700,6426,765.76620000,2283006.21454500,0
2026-01-01 09:00:00,2982.59,2985.73,2982.15,2984.45,1542.8564,2026-01-01 09:14:59.999,4603306.56301100,11376,592.57550000,1767945.82352800,0
2026-01-01 09:15:00,2984.46,2987.41,2984.25,2984.26,1108.2683,2026-01-01 09:29:59.999,3309242.24426900,9686,370.31570000,1105651.30687900,0
2026-01-01 09:30:00,2984.26,2985.5,2982.69,2985.49,916.0128,2026-01-01 09:44:59.999,2733587.07429500,6944,296.62440000,885068.67595000,0
2026-01-01 09:45:00,2985.49,2985.49,2983.34,2984.0,834.3282,2026-01-01 09:59:59.999,2490280.06587500,6716,151.82530000,453086.74396000,0
2026-01-01 10:00:00,2984.0,2985.77,2983.99,2985.77,629.4561,2026-01-01 10:14:59.999,1879047.30352200,4577,135.71990000,405144.95381100,0
2026-01-01 10:15:00,2985.76,2985.77,2982.14,2983.28,915.4355,2026-01-01 10:29:59.999,2731486.70788200,6646,265.90380000,793153.13751700,0
2026-01-01 10:30:00,2983.28,2983.44,2982.59,2982.92,1136.2486,2026-01-01 10:44:59.999,3389648.14927200,3637,381.59990000,1138333.29290500,0
2026-01-01 10:45:00,2982.92,2985.0,2982.91,2985.0,338.2442,2026-01-01 10:59:59.999,1009359.62281200,3147,124.60220000,371804.30596300,0
2026-01-01 11:00:00,2984.99,2987.7,2984.99,2986.27,1436.1735,2026-01-01 11:14:59.999,4288720.15259100,6186,348.16050000,1039703.11088200,0
2026-01-01 11:15:00,2986.26,2993.2,2986.26,2987.09,2286.6896,2026-01-01 11:29:59.999,6835367.31352800,18304,1288.65750000,3851982.95773400,0
2026-01-01 11:30:00,2987.09,2988.19,2985.16,2985.64,1080.4613,2026-01-01 11:44:59.999,3227234.54602300,10005,291.43020000,870426.62994600,0
2026-01-01 11:45:00,2985.64,2989.7,2985.63,2989.69,2403.0698,2026-01-01 11:59:59.999,7180842.05580500,9480,1734.90860000,5184301.15219100,0
2026-01-01 12:00:00,2989.7,2990.45,2987.16,2988.46,1579.3013,2026-01-01 12:14:59.999,4720785.08721800,15690,619.74990000,1852473.45956500,0
2026-01-01 12:15:00,2988.45,2988.95,2984.0,2986.02,1094.0831,2026-01-01 12:29:59.999,3267556.91356500,12281,194.66620000,581363.23049400,0
2026-01-01 12:30:00,2986.02,2986.03,2983.36,2984.5,1093.5894,2026-01-01 12:44:59.999,3264141.66855600,12326,248.50580000,741631.04635400,0
2026-01-01 12:45:00,2984.5,2988.28,2984.5,2987.69,1252.2364,2026-01-01 12:59:59.999,3739930.35440800,9824,529.39830000,1581020.77856600,0
2026-01-01 13:00:00,2987.7,2990.09,2986.01,2988.97,1471.5131,2026-01-01 13:14:59.999,4396810.54821800,13585,763.71000000,2281944.42821900,0
2026-01-01 13:15:00,2988.97,2988.98,2983.8,2983.8,1419.2009,2026-01-01 13:29:59.999,4239344.26891400,9889,587.66960000,1755464.14134400,0
2026-01-01 13:30:00,2983.81,2986.0,2982.02,2984.99,868.554,2026-01-01 13:44:59.999,2591831.21077400,10540,396.19230000,1182204.47530400,0
2026-01-01 13:45:00,2984.99,2984.99,2982.53,2982.96,1583.3302,2026-01-01 13:59:59.999,4723801.19282100,10517,1013.08480000,3022414.82935100,0
2026-01-01 14:00:00,2982.96,2984.62,2978.13,2982.59,4151.1138,2026-01-01 14:14:59.999,12376236.00014600,21373,718.60910000,2142159.90248700,0
2026-01-01 14:15:00,2982.59,2984.03,2978.99,2979.99,1275.1005,2026-01-01 14:29:59.999,3801022.24995300,16590,821.30700000,2448227.30375200,0
2026-01-01 14:30:00,2979.99,2982.09,2977.74,2981.16,990.3125,2026-01-01 14:44:59.999,2950736.40736400,13593,456.55110000,1360329.98985200,0
2026-01-01 14:45:00,2981.15,2986.45,2981.15,2985.15,1293.6965,2026-01-01 14:59:59.999,3861052.43920600,9889,702.68150000,2096827.49390700,0
2026-01-01 15:00:00,2985.16,2986.02,2980.75,2982.75,1098.805,2026-01-01 15:14:59.999,3277227.42361100,11792,719.73220000,2146200.11224000,0
2026-01-01 15:15:00,2982.75,2987.3,2982.14,2985.02,547.7248,2026-01-01 15:29:59.999,1634613.05065500,16903,251.17290000,749630.81287700,0
2026-01-01 15:30:00,2985.03,2994.59,2983.84,2988.47,3130.4439,2026-01-01 15:44:59.999,9358600.82841900,33429,1274.86220000,3811538.99243900,0
2026-01-01 15:45:00,2988.48,2994.87,2987.14,2989.87,1371.7805,2026-01-01 15:59:59.999,4102540.95372600,30063,729.10320000,2180552.05041300,0
2026-01-01 16:00:00,2989.87,2990.84,2984.45,2984.46,2684.3379,2026-01-01 16:14:59.999,8017952.61681300,29004,1554.32850000,4642272.17804000,0
2026-01-01 16:15:00,2984.45,2986.32,2980.75,2985.42,982.1367,2026-01-01 16:29:59.999,2930299.19701400,17542,472.24960000,1409130.93011700,0
2026-01-01 16:30:00,2985.42,2986.95,2981.76,2981.77,1767.8128,2026-01-01 16:44:59.999,5275171.90071000,13535,593.36110000,1770411.92202600,0
2026-01-01 16:45:00,2981.78,2984.44,2981.04,2982.29,1404.7316,2026-01-01 16:59:59.999,4189255.21877200,12199,866.27690000,2583219.00000100,0
2026-01-01 17:00:00,2982.28,2985.98,2980.89,2985.55,1550.8052,2026-01-01 17:14:59.999,4627249.85785500,15320,982.63710000,2931861.67146600,0
2026-01-01 17:15:00,2985.56,2992.0,2985.37,2991.84,1945.0915,2026-01-01 17:29:59.999,5813128.69392500,26303,1079.58720000,3226760.21985800,0
2026-01-01 17:30:00,2991.85,3005.98,2990.44,2991.13,7410.2329,2026-01-01 17:44:59.999,22214418.53704300,66786,3938.29070000,11807676.86457700,0
2026-01-01 17:45:00,2991.12,2995.0,2986.92,2990.44,1849.4251,2026-01-01 17:59:59.999,5532739.08235800,28817,755.50850000,2260262.35654100,0
2026-01-01 18:00:00,2990.44,2992.64,2985.15,2987.5,2049.3333,2026-01-01 18:14:59.999,6124488.42155800,26231,527.08420000,1575306.44271400,0
2026-01-01 18:15:00,2987.5,2991.95,2986.19,2986.61,1518.3326,2026-01-01 18:29:59.999,4538212.88998000,18580,839.88500000,2510314.61985800,0
2026-01-01 18:30:00,2986.61,2990.4,2986.61,2990.39,1416.5827,2026-01-01 18:44:59.999,4232863.20991000,14810,714.80470000,2135708.72863900,0
2026-01-01 18:45:00,2990.39,2992.74,2988.19,2990.41,791.7596,2026-01-01 18:59:59.999,2367726.06052600,10065,367.96950000,1100451.10026600,0
2026-01-01 19:00:00,2990.4,2990.41,2987.23,2987.53,620.4952,2026-01-01 19:14:59.999,1854696.40412600,9823,225.70310000,674647.08898300,0
2026-01-01 19:15:00,2987.53,2988.91,2987.24,2988.41,800.5978,2026-01-01 19:29:59.999,2391969.73605300,7916,606.22070000,1811169.89101000,0
2026-01-01 19:30:00,2988.41,2994.46,2987.78,2993.78,770.2575,2026-01-01 19:44:59.999,2304884.80146100,13635,536.75190000,1606098.94336300,0
2026-01-01 19:45:00,2993.78,2998.04,2992.64,2995.42,995.3272,2026-01-01 19:59:59.999,2981465.36412000,15609,634.41670000,1900301.35533600,0
2026-01-01 20:00:00,2995.42,2997.15,2992.68,2992.69,1073.9355,2026-01-01 20:14:59.999,3215940.72673300,18219,498.23420000,1492100.44851600,0
2026-01-01 20:15:00,2992.68,2993.4,2990.82,2992.85,597.3168,2026-01-01 20:29:59.999,1787211.41644000,10119,375.80640000,1124414.55092000,0
2026-01-01 20:30:00,2992.85,2992.86,2989.06,2989.07,979.5153,2026-01-01 20:44:59.999,2929235.45644300,20103,359.03970000,1073643.20379600,0
2026-01-01 20:45:00,2989.07,2989.81,2987.54,2989.08,1115.9523,2026-01-01 20:59:59.999,3335367.05795500,10095,569.64360000,1702489.31869200,0
2026-01-01 21:00:00,2989.09,2993.06,2988.0,2992.17,573.1518,2026-01-01 21:14:59.999,1713794.79231600,10710,392.22570000,1172837.23284500,0
2026-01-01 21:15:00,2992.17,2992.95,2990.87,2992.61,374.5371,2026-01-01 21:29:59.999,1120453.13765400,6510,272.45170000,815033.61146300,0
2026-01-01 21:30:00,2992.61,2992.62,2988.24,2988.24,571.1769,2026-01-01 21:44:59.999,1707726.41394700,11623,215.56870000,644441.70569200,0
2026-01-01 21:45:00,2988.24,2990.33,2987.66,2989.66,480.6784,2026-01-01 21:59:59.999,1436764.59875300,6579,241.00790000,720347.83928900,0
2026-01-01 22:00:00,2989.66,2994.26,2989.65,2991.45,818.1096,2026-01-01 22:14:59.999,2447821.95327100,13512,444.28200000,1329285.45106000,0
2026-01-01 22:15:00,2991.45,2993.01,2990.44,2992.71,574.2237,2026-01-01 22:29:59.999,1717924.96949800,8221,373.70580000,1118032.38076900,0
2026-01-01 22:30:00,2992.71,2994.42,2987.57,2991.25,1360.0074,2026-01-01 22:44:59.999,4066168.72578400,14246,635.23770000,1899032.49280800,0
2026-01-01 22:45:00,2991.25,3000.26,2991.25,2999.3,2736.5103,2026-01-01 22:59:59.999,8203588.64150900,21052,1509.88230000,4525499.15097300,0
2026-01-01 23:00:00,2999.29,3003.73,2990.98,2997.53,2601.6613,2026-01-01 23:14:59.999,7797948.67507500,40509,1148.77130000,3443666.60340500,0
2026-01-01 23:15:00,2997.54,3007.31,2997.54,3004.89,7919.0252,2026-01-01 23:29:59.999,23799123.35807400,27567,2703.73590000,8122512.63774200,0
2026-01-01 23:30:00,3004.89,3010.0,3004.18,3009.12,2572.0819,2026-01-01 23:44:59.999,7735496.84183500,32290,1748.97420000,5260317.40300300,0
2026-01-01 23:45:00,3009.11,3010.0,3002.47,3004.19,1906.8123,2026-01-01 23:59:59.999,5732227.43963300,22524,850.46880000,2556699.24936300,0
2026-01-02 00:00:00,3004.19,3006.38,2995.38,2999.99,2659.2188,2026-01-02 00:14:59.999,7978661.05973900,39733,1374.11410000,4122810.69293800,0
2026-01-02 00:15:00,3000.0,3003.06,2999.04,3002.32,1224.7118,2026-01-02 00:29:59.999,3675784.63930200,19354,825.04900000,2476214.19399600,0
2026-01-02 00:30:00,3002.31,3008.48,2997.42,2999.02,1644.6992,2026-01-02 00:44:59.999,4938560.96062800,24204,861.41650000,2587300.76797600,0
2026-01-02 00:45:00,2999.02,3006.15,2999.02,3006.14,1354.3486,2026-01-02 00:59:59.999,4067853.37952200,19750,1020.98050000,3066437.20248900,0
2026-01-02 01:00:00,3006.15,3008.08,3003.56,3005.37,1025.5462,2026-01-02 01:14:59.999,3082351.93407100,23701,499.84340000,1502353.03150900,0
2026-01-02 01:15:00,3005.36,3006.0,3001.97,3002.48,796.3771,2026-01-02 01:29:59.999,2392075.30653200,17774,451.40580000,1355848.05194400,0
2026-01-02 01:30:00,3002.47,3003.5,2998.46,3000.68,947.1544,2026-01-02 01:44:59.999,2842206.87654200,17256,423.12410000,1269614.77433800,0
2026-01-02 01:45:00,3000.69,3003.95,2999.44,3002.98,495.9195,2026-01-02 01:59:59.999,1488964.68798900,11234,326.77080000,981071.95187200,0
2026-01-02 02:00:00,3002.99,3002.99,2996.89,2997.6,915.1779,2026-01-02 02:14:59.999,2744602.86536900,21142,554.37500000,1662532.16575100,0
2026-01-02 02:15:00,2997.61,2998.49,2992.49,2994.92,1218.1646,2026-01-02 02:29:59.999,3648732.17874500,21959,592.38700000,1774468.84643900,0
2026-01-02 02:30:00,2994.92,2998.23,2994.26,2997.16,1457.834,2026-01-02 02:44:59.999,4368067.77811600,15985,1085.75860000,3253340.14178300,0
2026-01-02 02:45:00,2997.17,3003.65,2996.71,3002.29,1678.0287,2026-01-02 02:59:59.999,5035288.34205100,14557,1334.51770000,4004532.35444300,0
2026-01-02 03:00:00,3002.29,3017.67,3000.0,3015.92,5358.5998,2026-01-02 03:14:59.999,16122365.79524800,42290,4411.81510000,13271882.00307000,0
2026-01-02 03:15:00,3015.92,3017.67,3010.03,3013.63,2751.2674,2026-01-02 03:29:59.999,8290969.52211200,45414,1297.19990000,3909186.42829700,0
2026-01-02 03:30:00,3013.62,3035.0,3012.21,3023.98,10417.6703,2026-01-02 03:44:59.999,31512792.76762400,81240,6515.07610000,19710336.80271700,0
2026-01-02 03:45:00,3023.99,3031.03,3019.25,3022.53,6300.8885,2026-01-02 03:59:59.999,19068922.32391500,68278,2748.17530000,8316877.76693500,0
2026-01-02 04:00:00,3022.53,3024.61,3018.22,3019.7,2041.4527,2026-01-02 04:14:59.999,6168796.54886500,34240,841.26560000,2542280.91056000,0
2026-01-02 04:15:00,3019.7,3021.54,3013.46,3015.99,1500.8179,2026-01-02 04:29:59.999,4527794.03807200,25726,538.03340000,1623547.10031600,0
2026-01-02 04:30:00,3015.99,3018.97,3015.27,3015.28,819.2254,2026-01-02 04:44:59.999,2471784.06452600,23144,323.28650000,975443.09426200,0
2026-01-02 04:45:00,3015.29,3017.43,3010.5,3011.84,1136.095,2026-01-02 04:59:59.999,3424349.42193500,22066,510.62980000,1539363.20963600,0
2026-01-02 05:00:00,3011.83,3016.27,3011.76,3014.49,785.2444,2026-01-02 05:14:59.999,2367051.09862500,17106,451.95430000,1362400.85705800,0
2026-01-02 05:15:00,3014.49,3018.63,3009.02,3010.2,1822.2219,2026-01-02 05:29:59.999,5490758.54928100,26443,890.90470000,2684628.29903300,0
2026-01-02 05:30:00,3010.19,3013.93,3009.46,3013.28,625.5686,2026-01-02 05:44:59.999,1884077.07347200,14694,334.50570000,1007481.38926800,0
2026-01-02 05:45:00,3013.28,3018.0,3013.28,3016.56,887.9536,2026-01-02 05:59:59.999,2678200.29744100,16960,457.83260000,1380891.93971100,0
2026-01-02 06:00:00,3016.55,3019.62,3014.49,3017.68,832.5262,2026-01-02 06:14:59.999,2511848.50811000,22814,336.41410000,1014988.67729400,0
2026-01-02 06:15:00,3017.69,3024.18,3017.69,3023.58,992.8125,2026-01-02 06:29:59.999,2999446.24523900,16429,650.17510000,1964289.25856200,0
2026-01-02 06:30:00,3023.57,3039.54,3022.7,3033.46,6396.4619,2026-01-02 06:44:59.999,19392783.67989000,59219,4298.78960000,13030367.60336500,0
2026-01-02 06:45:00,3033.46,3036.68,3026.52,3026.9,1620.8593,2026-01-02 06:59:59.999,4913310.83761800,32164,799.09250000,2422511.91436900,0
2026-01-02 07:00:00,3026.91,3032.41,3026.91,3030.34,1471.9287,2026-01-02 07:14:59.999,4459767.54850200,29767,930.12850000,2818202.07656200,0
2026-01-02 07:15:00,3030.33,3030.82,3022.51,3025.14,2489.7406,2026-01-02 07:29:59.999,7534147.22222100,21173,1149.82330000,3478921.72335300,0
2026-01-02 07:30:00,3025.14,3025.14,3017.86,3019.01,933.0369,2026-01-02 07:44:59.999,2818869.94265000,20536,309.39290000,934670.04786700,0
2026-01-02 07:45:00,3019.02,3020.01,3016.89,3018.33,1225.6424,2026-01-02 07:59:59.999,3699513.99539900,16912,604.89930000,1825822.94626400,0
2026-01-02 08:00:00,3018.32,3028.89,3015.95,3028.34,2322.5809,2026-01-02 08:14:59.999,7018671.11712400,33025,1092.80960000,3303265.05008700,0
2026-01-02 08:15:00,3028.35,3028.35,3024.8,3026.0,1094.1785,2026-01-02 08:29:59.999,3311548.82996500,18742,452.09430000,1368249.01451300,0
2026-01-02 08:30:00,3026.01,3029.98,3022.61,3027.6,1324.3189,2026-01-02 08:44:59.999,4008440.15758800,24804,625.63020000,1893825.13291200,0
2026-01-02 08:45:00,3027.61,3033.88,3027.12,3032.28,2538.3185,2026-01-02 08:59:59.999,7692885.12160600,20547,1828.38880000,5541533.83303000,0
2026-01-02 09:00:00,3032.27,3048.74,3030.15,3041.22,6240.3986,2026-01-02 09:14:59.999,18972306.14241900,62737,3920.79270000,11920426.66985600,0
2026-01-02 09:15:00,3041.23,3043.74,3034.8,3040.06,3029.433,2026-01-02 09:29:59.999,9206540.23565200,43317,1671.87670000,5081304.53521200,0
2026-01-02 09:30:00,3040.06,3044.69,3036.0,3044.54,2574.8143,2026-01-02 09:44:59.999,7827316.95132100,23682,1276.42430000,3880581.45159700,0
2026-01-02 09:45:00,3044.53,3055.0,3040.29,3048.15,7978.9546,2026-01-02 09:59:59.999,24326794.32084800,77606,5048.03700000,15391496.09140100,0
2026-01-02 10:00:00,3048.16,3067.56,3045.71,3061.89,10239.8135,2026-01-02 10:14:59.999,31319665.66882200,89424,5757.56250000,17611444.65066600,0
2026-01-02 10:15:00,3061.88,3069.71,3054.54,3054.54,12799.5205,2026-01-02 10:29:59.999,39224137.07337700,92290,4419.49280000,13541631.50744200,0
2026-01-02 10:30:00,3054.54,3063.58,3054.13,3059.52,3523.6273,2026-01-02 10:44:59.999,10778719.13970900,36846,1871.74050000,5725068.85205300,0
