timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2026-01-05 02:45:00,3189.03,3190.99,3189.02,3190.99,118.8069,2026-01-05 02:45:59.999,378945.45979100,1897,82.52260000,263211.17540600,0
2026-01-05 02:46:00,3190.99,3192.29,3190.52,3192.26,155.1699,2026-01-05 02:46:59.999,495178.91805600,2025,99.15850000,316438.78444100,0
2026-01-05 02:47:00,3192.26,3192.26,3190.44,3190.45,54.5641,2026-01-05 02:47:59.999,174110.61397900,1023,5.71280000,18228.43868400,0
2026-01-05 02:48:00,3190.44,3192.23,3190.44,3192.08,153.1173,2026-01-05 02:48:59.999,488619.57465800,1817,104.52080000,333533.87389900,0
2026-01-05 02:49:00,3192.07,3192.07,3190.31,3190.35,94.4992,2026-01-05 02:49:59.999,301564.87423500,1361,49.13810000,156808.87858700,0
2026-01-05 02:50:00,3190.34,3192.31,3190.34,3192.31,132.3343,2026-01-05 02:50:59.999,422351.28841100,2516,75.50860000,240991.39393000,0
2026-01-05 02:51:00,3192.3,3192.31,3190.59,3191.02,120.4362,2026-01-05 02:51:59.999,384369.76970000,1108,18.45070000,58874.15549500,0
2026-01-05 02:52:00,3191.02,3192.88,3191.02,3192.49,79.7946,2026-01-05 02:52:59.999,254722.39483400,1830,62.08550000,198187.46578900,0
2026-01-05 02:53:00,3192.48,3194.4,3191.7,3193.52,159.6321,2026-01-05 02:53:59.999,509686.42623300,2184,97.35940000,310870.24850100,0
2026-01-05 02:54:00,3193.52,3195.14,3193.15,3194.68,161.7752,2026-01-05 02:54:59.999,516757.56502200,2632,77.37850000,247170.46006900,0
2026-01-05 02:55:00,3194.67,3194.67,3193.0,3193.76,147.5421,2026-01-05 02:55:59.999,471166.20789800,1732,121.52220000,388068.09194000,0
2026-01-05 02:56:00,3193.77,3193.77,3190.85,3191.17,83.0779,2026-01-05 02:56:59.999,265227.09878000,1158,16.46050000,52528.72171800,0
2026-01-05 02:57:00,3191.17,3192.91,3191.17,3192.86,36.4379,2026-01-05 02:57:59.999,116305.10726000,1410,16.48460000,52615.61513600,0
2026-01-05 02:58:00,3192.85,3193.0,3192.06,3192.57,69.9909,2026-01-05 02:58:59.999,223463.79767900,1130,47.08130000,150321.94595700,0
2026-01-05 02:59:00,3192.57,3193.12,3192.57,3193.07,58.8442,2026-01-05 02:59:59.999,187882.38391500,908,25.24990000,80618.90237700,0
2026-01-05 03:00:00,3193.07,3193.42,3189.77,3189.88,319.2476,2026-01-05 03:00:59.999,1018658.93054400,1530,22.03700000,70346.87086800,0
2026-01-05 03:01:00,3189.9,3193.87,3189.9,3193.87,190.2843,2026-01-05 03:01:59.999,607253.05319600,2503,105.49230000,336678.09497900,0
