timestamp,open,high,low,close,vwap,volume,count
2026-01-15 20:04:00,3299.61,3304.74,3299.61,3304.67,3301.67,7.42944975,29
2026-01-15 20:05:00,3304.42,3304.99,3302.75,3304.99,3303.85,4.52297062,15
2026-01-15 20:06:00,3304.16,3304.17,3300.72,3301.12,3301.96,10.67622214,23
2026-01-15 20:07:00,3300.8,3300.8,3295.46,3295.78,3296.36,7.16413583,17
2026-01-15 20:08:00,3296.17,3298.42,3296.17,3298.42,3296.8,3.54501426,17
2026-01-15 20:09:00,3299.78,3300.31,3299.51,3299.67,3299.74,2.05830672,11
2026-01-15 20:10:00,3299.67,3299.67,3295.13,3295.13,3297.01,71.65598973,32
2026-01-15 20:11:00,3295.64,3298.31,3295.64,3298.31,3297.08,4.70162803,23
2026-01-15 20:12:00,3298.3,3298.31,3297.59,3297.98,3297.65,0.88247333,14
2026-01-15 20:13:00,3297.59,3297.82,3297.59,3297.82,3297.6,1.97194156,6
2026-01-15 20:14:00,3298.21,3298.21,3298.2,3298.2,3298.2,0.15734322,10
2026-01-15 20:15:00,3298.2,3298.21,3297.6,3297.82,3297.65,34.52062251,17
2026-01-15 20:16:00,3297.82,3299.25,3297.33,3297.33,3298.74,331.23355687,48
2026-01-15 20:17:00,3297.33,3297.33,3293.65,3297.04,3297.27,30.85929766,14
2026-01-15 20:18:00,3297.05,3297.84,3295.73,3297.63,3296.9,2.12488267,12
2026-01-15 20:19:00,3297.24,3297.24,3291.28,3291.28,3294.27,4.07221398,15
2026-01-15 20:20:00,3290.77,3290.78,3288.8,3290.27,3290.26,140.36592616,30
2026-01-15 20:21:00,3290.26,3290.26,3289.3,3289.62,3289.93,102.77675252,19
2026-01-15 20:22:00,3289.63,3292.67,3289.63,3291.1,3292.6,102.83280778,13
2026-01-15 20:23:00,3292.67,3292.67,3290.98,3290.98,3291.61,1.70097217,9
2026-01-15 20:24:00,3291.15,3292.0,3290.31,3290.54,3291.78,261.26918892,32
2026-01-15 20:25:00,3290.53,3290.53,3287.51,3287.51,3289.4,49.9189812,18
