timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2026-01-05 06:45:00,3156.5,3156.5,3155.0,3156.17,160.4695,2026-01-05 06:45:59.999,506418.09554500,2900,62.15920000,196170.37592200,0
2026-01-05 06:46:00,3156.17,3156.17,3153.21,3153.21,274.0163,2026-01-05 06:46:59.999,864335.36798100,3168,33.81700000,106658.08137200,0
2026-01-05 06:47:00,3153.21,3154.43,3152.61,3154.35,101.9205,2026-01-05 06:47:59.999,321402.34212300,1997,62.34190000,196596.28561700,0
2026-01-05 06:48:00,3154.35,3154.95,3154.17,3154.72,109.4958,2026-01-05 06:48:59.999,345413.64723000,1473,68.66390000,216604.60799600,0
2026-01-05 06:49:00,3154.73,3156.54,3154.73,3156.17,198.2834,2026-01-05 06:49:59.999,625786.83798300,2530,112.13760000,353905.76695400,0
2026-01-05 06:50:00,3156.18,3156.18,3154.52,3155.68,104.4744,2026-01-05 06:50:59.999,329645.51731100,1735,47.21820000,148987.45333200,0
2026-01-05 06:51:00,3155.68,3156.0,3155.34,3155.53,105.1401,2026-01-05 06:51:59.999,331778.58506600,1542,29.66570000,93612.44862700,0
2026-01-05 06:52:00,3155.52,3156.77,3155.52,3156.64,60.9534,2026-01-05 06:52:59.999,192392.11044700,1100,25.44420000,80305.37435100,0
2026-01-05 06:53:00,3156.65,3156.89,3156.64,3156.89,40.7255,2026-01-05 06:53:59.999,128560.77641700,385,37.52830000,118468.15151300,0
2026-01-05 06:54:00,3156.89,3157.61,3156.46,3156.47,116.3403,2026-01-05 06:54:59.999,367298.32230500,1573,73.89920000,233310.03441500,0
2026-01-05 06:55:00,3156.47,3159.11,3156.47,3158.49,300.137,2026-01-05 06:55:59.999,947809.01848800,2220,268.93260000,849253.98828200,0
2026-01-05 06:56:00,3158.5,3158.62,3158.21,3158.32,39.3324,2026-01-05 06:56:59.999,124226.22948800,669,26.96970000,85180.29106500,0
2026-01-05 06:57:00,3158.33,3158.87,3158.32,3158.47,86.2908,2026-01-05 06:57:59.999,272547.09122500,1164,67.71770000,213883.08241500,0
2026-01-05 06:58:00,3158.47,3158.47,3157.25,3157.55,100.6331,2026-01-05 06:58:59.999,317774.78291000,1260,46.26630000,146082.05794400,0
2026-01-05 06:59:00,3157.55,3157.68,3157.37,3157.68,25.0255,2026-01-05 06:59:59.999,79018.76750200,690,13.23210000,41780.92650200,0
2026-01-05 07:00:00,3157.68,3157.68,3155.84,3155.85,102.2405,2026-01-05 07:00:59.999,322699.81035000,1612,8.24240000,26013.60718300,0
2026-01-05 07:01:00,3155.84,3159.21,3155.84,3159.21,102.62,2026-01-05 07:01:59.999,324027.53208900,4180,61.39660000,193862.90137300,0
2026-01-05 07:02:00,3159.21,3161.88,3159.21,3161.55,226.2589,2026-01-05 07:02:59.999,715157.51931100,4260,189.61950000,599336.73561000,0
2026-01-05 07:03:00,3161.55,3161.6,3160.17,3160.18,121.5488,2026-01-05 07:03:59.999,384188.57109500,2155,20.78520000,65694.37224200,0
